assembly,village,candidate,party,votes,rank_in_ac,is_top4
Kalka,Dandlawad,Pardeep Chaudhary,INC,116,2,1
Kalka,Dandlawad,Gopal Sukhomajri,,51,3,1
Kalka,Dandlawad,Charan Singh,BSP,2,4,1
Kalka,Dandlawad,Om Parkash Gujjar,,2,5,0
Kalka,Dandlawad,Amit Sharma,,2,6,0
Kalka,Dandlawad,Vishal,,0,7,0
Kalka,Dhamala,Shakti Rani Sharma,BJP,88,1,1
Kalka,Dhamala,Pardeep Chaudhary,INC,210,2,1
Kalka,Dhamala,Gopal Sukhomajri,,473,3,1
Kalka,Dhamala,Charan Singh,BSP,3,4,1
Kalka,Dhamala,Om Parkash Gujjar,,2,5,0
Kalka,Dhamala,Amit Sharma,,3,6,0
Kalka,Dhamala,Vishal,,7,7,0
Kalka,Dharampur (and Shiv Colony),Shakti Rani Sharma,BJP,1501,1,1
Kalka,Dharampur (and Shiv Colony),Pardeep Chaudhary,INC,889,2,1
Kalka,Dharampur (and Shiv Colony),Gopal Sukhomajri,,150,3,1
Kalka,Dharampur (and Shiv Colony),Charan Singh,BSP,22,4,1
Kalka,Dharampur (and Shiv Colony),Om Parkash Gujjar,,46,5,0
Kalka,Dharampur (and Shiv Colony),Amit Sharma,,5,6,0
Kalka,Dharampur (and Shiv Colony),Vishal,,1,7,0
Kalka,Fatehpur Diwanwala (Bans areas),Shakti Rani Sharma,BJP,550,1,1
Kalka,Fatehpur Diwanwala (Bans areas),Pardeep Chaudhary,INC,363,2,1
Kalka,Fatehpur Diwanwala (Bans areas),Gopal Sukhomajri,,428,3,1
Kalka,Fatehpur Diwanwala (Bans areas),Charan Singh,BSP,3,4,1
Kalka,Fatehpur Diwanwala (Bans areas),Om Parkash Gujjar,,5,5,0
Kalka,Fatehpur Diwanwala (Bans areas),Amit Sharma,,4,6,0
Kalka,Fatehpur Diwanwala (Bans areas),Vishal,,2,7,0
Kalka,Ferozepur,Shakti Rani Sharma,BJP,281,1,1
Kalka,Ferozepur,Pardeep Chaudhary,INC,246,2,1
Kalka,Ferozepur,Gopal Sukhomajri,,149,3,1
Kalka,Ferozepur,Charan Singh,BSP,20,4,1
Kalka,Ferozepur,Om Parkash Gujjar,,4,5,0
Kalka,Ferozepur,Amit Sharma,,1,6,0
Kalka,Ferozepur,Vishal,,0,7,0
Kalka,Ferozpur,Shakti Rani Sharma,BJP,284,1,1
Kalka,Ferozpur,Pardeep Chaudhary,INC,227,2,1
Kalka,Ferozpur,Gopal Sukhomajri,,171,3,1
Kalka,Ferozpur,Charan Singh,BSP,2,4,1
Kalka,Ferozpur,Om Parkash Gujjar,,3,5,0
Kalka,Ferozpur,Amit Sharma,,1,6,0
Kalka,Ferozpur,Vishal,,3,7,0
Kalka,Ganauli (and Deoda),Shakti Rani Sharma,BJP,120,1,1
Kalka,Ganauli (and Deoda),Pardeep Chaudhary,INC,298,2,1
Kalka,Ganauli (and Deoda),Gopal Sukhomajri,,421,3,1
Kalka,Ganauli (and Deoda),Charan Singh,BSP,9,4,1
Kalka,Ganauli (and Deoda),Om Parkash Gujjar,,4,5,0
Kalka,Ganauli (and Deoda),Amit Sharma,,3,6,0
Kalka,Ganauli (and Deoda),Vishal,,2,7,0
Kalka,Ganeshpur,Shakti Rani Sharma,BJP,55,1,1
Kalka,Ganeshpur,Pardeep Chaudhary,INC,99,2,1
Kalka,Ganeshpur,Gopal Sukhomajri,,148,3,1
Kalka,Ganeshpur,Charan Singh,BSP,2,4,1
Kalka,Ganeshpur,Om Parkash Gujjar,,2,5,0
Kalka,Ganeshpur,Amit Sharma,,3,6,0
Kalka,Ganeshpur,Vishal,,1,7,0
Kalka,Ganeshpur Bhouriya (and Patan),Shakti Rani Sharma,BJP,447,1,1
Kalka,Ganeshpur Bhouriya (and Patan),Pardeep Chaudhary,INC,198,2,1
Kalka,Ganeshpur Bhouriya (and Patan),Gopal Sukhomajri,,125,3,1
Kalka,Ganeshpur Bhouriya (and Patan),Charan Singh,BSP,1,4,1
Kalka,Ganeshpur Bhouriya (and Patan),Om Parkash Gujjar,,1,5,0
Kalka,Ganeshpur Bhouriya (and Patan),Amit Sharma,,3,6,0
Kalka,Ganeshpur Bhouriya (and Patan),Vishal,,1,7,0
Kalka,Garhi,Shakti Rani Sharma,BJP,1008,1,1
Kalka,Garhi,Pardeep Chaudhary,INC,905,2,1
Kalka,Garhi,Gopal Sukhomajri,,180,3,1
Kalka,Garhi,Charan Singh,BSP,20,4,1
Kalka,Garhi,Om Parkash Gujjar,,4,5,0
Kalka,Garhi,Amit Sharma,,5,6,0
Kalka,Garhi,Vishal,,2,7,0
Kalka,Gobindpur,Shakti Rani Sharma,BJP,43,1,1
Kalka,Gobindpur,Pardeep Chaudhary,INC,306,2,1
Kalka,Gobindpur,Gopal Sukhomajri,,192,3,1
Kalka,Gobindpur,Charan Singh,BSP,1,4,1
Kalka,Gobindpur,Om Parkash Gujjar,,0,5,0
Kalka,Gobindpur,Amit Sharma,,1,6,0
Kalka,Gobindpur,Vishal,,1,7,0
Kalka,Golpura (and Bahbalpur),Shakti Rani Sharma,BJP,287,1,1
Kalka,Golpura (and Bahbalpur),Pardeep Chaudhary,INC,193,2,1
Kalka,Golpura (and Bahbalpur),Gopal Sukhomajri,,67,3,1
Kalka,Golpura (and Bahbalpur),Charan Singh,BSP,6,4,1
Kalka,Golpura (and Bahbalpur),Om Parkash Gujjar,,1,5,0
Kalka,Golpura (and Bahbalpur),Amit Sharma,,0,6,0
Kalka,Golpura (and Bahbalpur),Vishal,,0,7,0
Kalka,Grida,Shakti Rani Sharma,BJP,65,1,1
Kalka,Grida,Pardeep Chaudhary,INC,230,2,1
Kalka,Grida,Gopal Sukhomajri,,353,3,1
Kalka,Grida,Charan Singh,BSP,1,4,1
Kalka,Grida,Om Parkash Gujjar,,0,5,0
Kalka,Grida,Amit Sharma,,4,6,0
Kalka,Grida,Vishal,,5,7,0
Kalka,Gumthala,Shakti Rani Sharma,BJP,22,1,1
Kalka,Gumthala,Pardeep Chaudhary,INC,50,2,1
Kalka,Gumthala,Gopal Sukhomajri,,42,3,1
Kalka,Gumthala,Charan Singh,BSP,0,4,1
Kalka,Gumthala,Om Parkash Gujjar,,1,5,0
Kalka,Gumthala,Amit Sharma,,0,6,0
Kalka,Gumthala,Vishal,,0,7,0
Kalka,HMT Pinjore,Shakti Rani Sharma,BJP,170,1,1
Kalka,HMT Pinjore,Pardeep Chaudhary,INC,160,2,1
Kalka,HMT Pinjore,Gopal Sukhomajri,,18,3,1
Kalka,HMT Pinjore,Charan Singh,BSP,14,4,1
Kalka,HMT Pinjore,Om Parkash Gujjar,,7,5,0
Kalka,HMT Pinjore,Amit Sharma,,0,6,0
Kalka,HMT Pinjore,Vishal,,0,7,0
Kalka,Hangola,Shakti Rani Sharma,BJP,555,1,1
Kalka,Hangola,Pardeep Chaudhary,INC,382,2,1
Kalka,Hangola,Gopal Sukhomajri,,36,3,1
Kalka,Hangola,Charan Singh,BSP,4,4,1
Kalka,Hangola,Om Parkash Gujjar,,20,5,0
Kalka,Hangola,Amit Sharma,,2,6,0
Kalka,Hangola,Vishal,,0,7,0
Kalka,Hangoli,Shakti Rani Sharma,BJP,462,1,1
Kalka,Hangoli,Pardeep Chaudhary,INC,502,2,1
Kalka,Hangoli,Gopal Sukhomajri,,162,3,1
Kalka,Hangoli,Charan Singh,BSP,23,4,1
Kalka,Hangoli,Om Parkash Gujjar,,5,5,0
Kalka,Hangoli,Amit Sharma,,5,6,0
Kalka,Hangoli,Vishal,,1,7,0
Kalka,Haripur,Shakti Rani Sharma,BJP,557,1,1
Kalka,Haripur,Pardeep Chaudhary,INC,202,2,1
Kalka,Haripur,Gopal Sukhomajri,,160,3,1
Kalka,Haripur,Charan Singh,BSP,9,4,1
Kalka,Haripur,Om Parkash Gujjar,,0,5,0
Kalka,Haripur,Amit Sharma,,7,6,0
Kalka,Haripur,Vishal,,4,7,0
Kalka,Haryoli (and Bajidpur),Shakti Rani Sharma,BJP,151,1,1
Kalka,Haryoli (and Bajidpur),Pardeep Chaudhary,INC,490,2,1
Kalka,Haryoli (and Bajidpur),Gopal Sukhomajri,,129,3,1
Kalka,Haryoli (and Bajidpur),Charan Singh,BSP,11,4,1
Kalka,Haryoli (and Bajidpur),Om Parkash Gujjar,,5,5,0
Kalka,Haryoli (and Bajidpur),Amit Sharma,,1,6,0
Kalka,Haryoli (and Bajidpur),Vishal,,2,7,0
Kalka,Islam Nagar,Shakti Rani Sharma,BJP,260,1,1
Kalka,Islam Nagar,Pardeep Chaudhary,INC,336,2,1
Kalka,Islam Nagar,Gopal Sukhomajri,,207,3,1
Kalka,Islam Nagar,Charan Singh,BSP,8,4,1
Kalka,Islam Nagar,Om Parkash Gujjar,,5,5,0
Kalka,Islam Nagar,Amit Sharma,,1,6,0
Kalka,Islam Nagar,Vishal,,1,7,0
Kalka,"Jabrot (Nala areas, Dakarog, Thui)",Shakti Rani Sharma,BJP,540,1,1
Kalka,"Jabrot (Nala areas, Dakarog, Thui)",Pardeep Chaudhary,INC,122,2,1
Kalka,"Jabrot (Nala areas, Dakarog, Thui)",Gopal Sukhomajri,,155,3,1
Kalka,"Jabrot (Nala areas, Dakarog, Thui)",Charan Singh,BSP,3,4,1
Kalka,"Jabrot (Nala areas, Dakarog, Thui)",Om Parkash Gujjar,,1,5,0
Kalka,"Jabrot (Nala areas, Dakarog, Thui)",Amit Sharma,,4,6,0
Kalka,"Jabrot (Nala areas, Dakarog, Thui)",Vishal,,2,7,0
Kalka,Jalla,Shakti Rani Sharma,BJP,226,1,1
Kalka,Jalla,Pardeep Chaudhary,INC,17,2,1
Kalka,Jalla,Gopal Sukhomajri,,70,3,1
Kalka,Jalla,Charan Singh,BSP,1,4,1
Kalka,Jalla,Om Parkash Gujjar,,1,5,0
Kalka,Jalla,Amit Sharma,,1,6,0
Kalka,Jalla,Vishal,,0,7,0
Kalka,Janauli (and Dhatogarh),Shakti Rani Sharma,BJP,326,1,1
Kalka,Janauli (and Dhatogarh),Pardeep Chaudhary,INC,92,2,1
Kalka,Janauli (and Dhatogarh),Gopal Sukhomajri,,136,3,1
Kalka,Janauli (and Dhatogarh),Charan Singh,BSP,3,4,1
Kalka,Janauli (and Dhatogarh),Om Parkash Gujjar,,4,5,0
Kalka,Janauli (and Dhatogarh),Amit Sharma,,3,6,0
Kalka,Janauli (and Dhatogarh),Vishal,,1,7,0
Kalka,Jaspur,Shakti Rani Sharma,BJP,196,1,1
Kalka,Jaspur,Pardeep Chaudhary,INC,167,2,1
Kalka,Jaspur,Gopal Sukhomajri,,9,3,1
Kalka,Jaspur,Charan Singh,BSP,36,4,1
Kalka,Jaspur,Om Parkash Gujjar,,0,5,0
Kalka,Jaspur,Amit Sharma,,0,6,0
Kalka,Jaspur,Vishal,,0,7,0
Kalka,"Johalwal, Tanda Shuru",Shakti Rani Sharma,BJP,125,1,1
Kalka,"Johalwal, Tanda Shuru",Pardeep Chaudhary,INC,125,2,1
Kalka,"Johalwal, Tanda Shuru",Gopal Sukhomajri,,483,3,1
Kalka,"Johalwal, Tanda Shuru",Charan Singh,BSP,7,4,1
Kalka,"Johalwal, Tanda Shuru",Om Parkash Gujjar,,3,5,0
Kalka,"Johalwal, Tanda Shuru",Amit Sharma,,6,6,0
Kalka,"Johalwal, Tanda Shuru",Vishal,,2,7,0
Kalka,Kajampur,Shakti Rani Sharma,BJP,150,1,1
Kalka,Kajampur,Pardeep Chaudhary,INC,538,2,1
Kalka,Kajampur,Gopal Sukhomajri,,193,3,1
Kalka,Kajampur,Charan Singh,BSP,6,4,1
Kalka,Kajampur,Om Parkash Gujjar,,8,5,0
Kalka,Kajampur,Amit Sharma,,2,6,0
Kalka,Kajampur,Vishal,,1,7,0
Kalka,Kakrali,Shakti Rani Sharma,BJP,598,1,1
Kalka,Kakrali,Pardeep Chaudhary,INC,419,2,1
Kalka,Kakrali,Gopal Sukhomajri,,31,3,1
Kalka,Kakrali,Charan Singh,BSP,3,4,1
Kalka,Kakrali,Om Parkash Gujjar,,2,5,0
Kalka,Kakrali,Amit Sharma,,3,6,0
Kalka,Kakrali,Vishal,,2,7,0
Kalka,Kalka (Town/City locations),Shakti Rani Sharma,BJP,8325,1,1
Kalka,Kalka (Town/City locations),Pardeep Chaudhary,INC,4542,2,1
Kalka,Kalka (Town/City locations),Gopal Sukhomajri,,1062,3,1
Kalka,Kalka (Town/City locations),Charan Singh,BSP,157,4,1
Kalka,Kalka (Town/City locations),Om Parkash Gujjar,,83,5,0
Kalka,Kalka (Town/City locations),Amit Sharma,,29,6,0
Kalka,Kalka (Town/City locations),Vishal,,19,7,0
Kalka,"Kandiyala, Dhamoliya",Shakti Rani Sharma,BJP,269,1,1
Kalka,"Kandiyala, Dhamoliya",Pardeep Chaudhary,INC,59,2,1
Kalka,"Kandiyala, Dhamoliya",Gopal Sukhomajri,,60,3,1
Kalka,"Kandiyala, Dhamoliya",Charan Singh,BSP,1,4,1
Kalka,"Kandiyala, Dhamoliya",Om Parkash Gujjar,,1,5,0
Kalka,"Kandiyala, Dhamoliya",Amit Sharma,,2,6,0
Kalka,"Kandiyala, Dhamoliya",Vishal,,0,7,0
Kalka,Karanpur (and Bans Jatta),Shakti Rani Sharma,BJP,379,1,1
Kalka,Karanpur (and Bans Jatta),Pardeep Chaudhary,INC,486,2,1
Kalka,Karanpur (and Bans Jatta),Gopal Sukhomajri,,902,3,1
Kalka,Karanpur (and Bans Jatta),Charan Singh,BSP,10,4,1
Kalka,Karanpur (and Bans Jatta),Om Parkash Gujjar,,11,5,0
Kalka,Karanpur (and Bans Jatta),Amit Sharma,,17,6,0
Kalka,Karanpur (and Bans Jatta),Vishal,,13,7,0
Kalka,"Khadkua (and Tibbi, Haripur)",Shakti Rani Sharma,BJP,109,1,1
Kalka,"Khadkua (and Tibbi, Haripur)",Pardeep Chaudhary,INC,116,2,1
Kalka,"Khadkua (and Tibbi, Haripur)",Gopal Sukhomajri,,255,3,1
Kalka,"Khadkua (and Tibbi, Haripur)",Charan Singh,BSP,1,4,1
Kalka,"Khadkua (and Tibbi, Haripur)",Om Parkash Gujjar,,1,5,0
Kalka,"Khadkua (and Tibbi, Haripur)",Amit Sharma,,3,6,0
Kalka,"Khadkua (and Tibbi, Haripur)",Vishal,,1,7,0
Kalka,Khairwali Parkwala,Shakti Rani Sharma,BJP,143,1,1
Kalka,Khairwali Parkwala,Pardeep Chaudhary,INC,467,2,1
Kalka,Khairwali Parkwala,Gopal Sukhomajri,,339,3,1
Kalka,Khairwali Parkwala,Charan Singh,BSP,6,4,1
Kalka,Khairwali Parkwala,Om Parkash Gujjar,,5,5,0
Kalka,Khairwali Parkwala,Amit Sharma,,4,6,0
Kalka,Khairwali Parkwala,Vishal,,1,7,0
Kalka,Kheda Sitaram,Shakti Rani Sharma,BJP,530,1,1
Kalka,Kheda Sitaram,Pardeep Chaudhary,INC,352,2,1
Kalka,Kheda Sitaram,Gopal Sukhomajri,,60,3,1
Kalka,Kheda Sitaram,Charan Singh,BSP,6,4,1
Kalka,Kheda Sitaram,Om Parkash Gujjar,,14,5,0
Kalka,Kheda Sitaram,Amit Sharma,,2,6,0
Kalka,Kheda Sitaram,Vishal,,0,7,0
Kalka,Khedi,Shakti Rani Sharma,BJP,363,1,1
Kalka,Khedi,Pardeep Chaudhary,INC,525,2,1
Kalka,Khedi,Gopal Sukhomajri,,86,3,1
Kalka,Khedi,Charan Singh,BSP,6,4,1
Kalka,Khedi,Om Parkash Gujjar,,3,5,0
Kalka,Khedi,Amit Sharma,,1,6,0
Kalka,Khedi,Vishal,,2,7,0
Kalka,Khediwali,Shakti Rani Sharma,BJP,429,1,1
Kalka,Khediwali,Pardeep Chaudhary,INC,372,2,1
Kalka,Khediwali,Gopal Sukhomajri,,567,3,1
Kalka,Khediwali,Charan Singh,BSP,12,4,1
Kalka,Khediwali,Om Parkash Gujjar,,1,5,0
Kalka,Khediwali,Amit Sharma,,3,6,0
Kalka,Khediwali,Vishal,,2,7,0
Kalka,Khoi (and Bagharni),Shakti Rani Sharma,BJP,168,1,1
Kalka,Khoi (and Bagharni),Pardeep Chaudhary,INC,83,2,1
Kalka,Khoi (and Bagharni),Gopal Sukhomajri,,38,3,1
Kalka,Khoi (and Bagharni),Charan Singh,BSP,0,4,1
Kalka,Khoi (and Bagharni),Om Parkash Gujjar,,1,5,0
Kalka,Khoi (and Bagharni),Amit Sharma,,2,6,0
Kalka,Khoi (and Bagharni),Vishal,,0,7,0
Kalka,Kirtipur,Shakti Rani Sharma,BJP,108,1,1
Kalka,Kirtipur,Pardeep Chaudhary,INC,325,2,1
Kalka,Kirtipur,Gopal Sukhomajri,,642,3,1
Kalka,Kirtipur,Charan Singh,BSP,4,4,1
Kalka,Kirtipur,Om Parkash Gujjar,,4,5,0
Kalka,Kirtipur,Amit Sharma,,6,6,0
Kalka,Kirtipur,Vishal,,1,7,0
Kalka,Kotiya (Ruhani Kendra),Shakti Rani Sharma,BJP,308,1,1
Kalka,Kotiya (Ruhani Kendra),Pardeep Chaudhary,INC,404,2,1
Kalka,Kotiya (Ruhani Kendra),Gopal Sukhomajri,,151,3,1
Kalka,Kotiya (Ruhani Kendra),Charan Singh,BSP,3,4,1
Kalka,Kotiya (Ruhani Kendra),Om Parkash Gujjar,,3,5,0
Kalka,Kotiya (Ruhani Kendra),Amit Sharma,,7,6,0
Kalka,Kotiya (Ruhani Kendra),Vishal,,4,7,0
Kalka,Lohgarh,Shakti Rani Sharma,BJP,328,1,1
Kalka,Lohgarh,Pardeep Chaudhary,INC,258,2,1
Kalka,Lohgarh,Gopal Sukhomajri,,327,3,1
Kalka,Lohgarh,Charan Singh,BSP,2,4,1
Kalka,Lohgarh,Om Parkash Gujjar,,3,5,0
Kalka,Lohgarh,Amit Sharma,,3,6,0
Kalka,Lohgarh,Vishal,,1,7,0
Kalka,Majra Mehtab,Shakti Rani Sharma,BJP,203,1,1
Kalka,Majra Mehtab,Pardeep Chaudhary,INC,236,2,1
Kalka,Majra Mehtab,Gopal Sukhomajri,,454,3,1
Kalka,Majra Mehtab,Charan Singh,BSP,14,4,1
Kalka,Majra Mehtab,Om Parkash Gujjar,,5,5,0
Kalka,Majra Mehtab,Amit Sharma,,3,6,0
Kalka,Majra Mehtab,Vishal,,5,7,0
Kalka,Majri Jattan,Shakti Rani Sharma,BJP,25,1,1
Kalka,Majri Jattan,Pardeep Chaudhary,INC,30,2,1
Kalka,Majri Jattan,Gopal Sukhomajri,,419,3,1
Kalka,Majri Jattan,Charan Singh,BSP,2,4,1
Kalka,Majri Jattan,Om Parkash Gujjar,,0,5,0
Kalka,Majri Jattan,Amit Sharma,,2,6,0
Kalka,Majri Jattan,Vishal,,0,7,0
Kalka,Mallah (and Dhamsu),Shakti Rani Sharma,BJP,489,1,1
Kalka,Mallah (and Dhamsu),Pardeep Chaudhary,INC,100,2,1
Kalka,Mallah (and Dhamsu),Gopal Sukhomajri,,66,3,1
Kalka,Mallah (and Dhamsu),Charan Singh,BSP,2,4,1
Kalka,Mallah (and Dhamsu),Om Parkash Gujjar,,0,5,0
Kalka,Mallah (and Dhamsu),Amit Sharma,,3,6,0
Kalka,Mallah (and Dhamsu),Vishal,,1,7,0
Kalka,"Manakpur (Nananchand, Thakurdass, Devilal)",Shakti Rani Sharma,BJP,403,1,1
Kalka,"Manakpur (Nananchand, Thakurdass, Devilal)",Pardeep Chaudhary,INC,603,2,1
Kalka,"Manakpur (Nananchand, Thakurdass, Devilal)",Gopal Sukhomajri,,581,3,1
Kalka,"Manakpur (Nananchand, Thakurdass, Devilal)",Charan Singh,BSP,25,4,1
Kalka,"Manakpur (Nananchand, Thakurdass, Devilal)",Om Parkash Gujjar,,10,5,0
Kalka,"Manakpur (Nananchand, Thakurdass, Devilal)",Amit Sharma,,6,6,0
Kalka,"Manakpur (Nananchand, Thakurdass, Devilal)",Vishal,,5,7,0
Kalka,Manaktabra (and Amrala),Shakti Rani Sharma,BJP,224,1,1
Kalka,Manaktabra (and Amrala),Pardeep Chaudhary,INC,478,2,1
Kalka,Manaktabra (and Amrala),Gopal Sukhomajri,,614,3,1
Kalka,Manaktabra (and Amrala),Charan Singh,BSP,4,4,1
Kalka,Manaktabra (and Amrala),Om Parkash Gujjar,,6,5,0
Kalka,Manaktabra (and Amrala),Amit Sharma,,10,6,0
Kalka,Manaktabra (and Amrala),Vishal,,3,7,0
Kalka,Mandlaye,Shakti Rani Sharma,BJP,176,1,1
Kalka,Mandlaye,Pardeep Chaudhary,INC,230,2,1
Kalka,Mandlaye,Gopal Sukhomajri,,161,3,1
Kalka,Mandlaye,Charan Singh,BSP,1,4,1
Kalka,Mandlaye,Om Parkash Gujjar,,3,5,0
Kalka,Mandlaye,Amit Sharma,,2,6,0
Kalka,Mandlaye,Vishal,,5,7,0
Kalka,Mauli,Shakti Rani Sharma,BJP,759,1,1
Kalka,Mauli,Pardeep Chaudhary,INC,589,2,1
Kalka,Mauli,Gopal Sukhomajri,,25,3,1
Kalka,Mauli,Charan Singh,BSP,10,4,1
Kalka,Mauli,Om Parkash Gujjar,,4,5,0
Kalka,Mauli,Amit Sharma,,4,6,0
Kalka,Mauli,Vishal,,0,7,0
Kalka,Mirpur Bakshiwala,Shakti Rani Sharma,BJP,180,1,1
Kalka,Mirpur Bakshiwala,Pardeep Chaudhary,INC,475,2,1
Kalka,Mirpur Bakshiwala,Gopal Sukhomajri,,310,3,1
Kalka,Mirpur Bakshiwala,Charan Singh,BSP,5,4,1
Kalka,Mirpur Bakshiwala,Om Parkash Gujjar,,0,5,0
Kalka,Mirpur Bakshiwala,Amit Sharma,,3,6,0
Kalka,Mirpur Bakshiwala,Vishal,,5,7,0
Kalka,"Nanankpur (and Bans Sotawala, Bans Labana)",Shakti Rani Sharma,BJP,3049,1,1
Kalka,"Nanankpur (and Bans Sotawala, Bans Labana)",Pardeep Chaudhary,INC,2951,2,1
Kalka,"Nanankpur (and Bans Sotawala, Bans Labana)",Gopal Sukhomajri,,3215,3,1
Kalka,"Nanankpur (and Bans Sotawala, Bans Labana)",Charan Singh,BSP,67,4,1
Kalka,"Nanankpur (and Bans Sotawala, Bans Labana)",Om Parkash Gujjar,,52,5,0
Kalka,"Nanankpur (and Bans Sotawala, Bans Labana)",Amit Sharma,,51,6,0
Kalka,"Nanankpur (and Bans Sotawala, Bans Labana)",Vishal,,22,7,0
Kalka,"Nandpur (Kedarpur, Malpur)",Shakti Rani Sharma,BJP,279,1,1
Kalka,"Nandpur (Kedarpur, Malpur)",Pardeep Chaudhary,INC,157,2,1
Kalka,"Nandpur (Kedarpur, Malpur)",Gopal Sukhomajri,,219,3,1
Kalka,"Nandpur (Kedarpur, Malpur)",Charan Singh,BSP,0,4,1
Kalka,"Nandpur (Kedarpur, Malpur)",Om Parkash Gujjar,,4,5,0
Kalka,"Nandpur (Kedarpur, Malpur)",Amit Sharma,,4,6,0
Kalka,"Nandpur (Kedarpur, Malpur)",Vishal,,1,7,0
Kalka,"Nangal Bhaga, Pargiyan",Shakti Rani Sharma,BJP,262,1,1
Kalka,"Nangal Bhaga, Pargiyan",Pardeep Chaudhary,INC,110,2,1
Kalka,"Nangal Bhaga, Pargiyan",Gopal Sukhomajri,,124,3,1
Kalka,"Nangal Bhaga, Pargiyan",Charan Singh,BSP,2,4,1
Kalka,"Nangal Bhaga, Pargiyan",Om Parkash Gujjar,,9,5,0
Kalka,"Nangal Bhaga, Pargiyan",Amit Sharma,,2,6,0
Kalka,"Nangal Bhaga, Pargiyan",Vishal,,1,7,0
Kalka,"Nanganrootle, Dola, Pipalghati",Shakti Rani Sharma,BJP,342,1,1
Kalka,"Nanganrootle, Dola, Pipalghati",Pardeep Chaudhary,INC,106,2,1
Kalka,"Nanganrootle, Dola, Pipalghati",Gopal Sukhomajri,,65,3,1
Kalka,"Nanganrootle, Dola, Pipalghati",Charan Singh,BSP,4,4,1
Kalka,"Nanganrootle, Dola, Pipalghati",Om Parkash Gujjar,,0,5,0
Kalka,"Nanganrootle, Dola, Pipalghati",Amit Sharma,,2,6,0
Kalka,"Nanganrootle, Dola, Pipalghati",Vishal,,1,7,0
Kalka,Natwal,Shakti Rani Sharma,BJP,542,1,1
Kalka,Natwal,Pardeep Chaudhary,INC,463,2,1
Kalka,Natwal,Gopal Sukhomajri,,35,3,1
Kalka,Natwal,Charan Singh,BSP,7,4,1
Kalka,Natwal,Om Parkash Gujjar,,4,5,0
Kalka,Natwal,Amit Sharma,,6,6,0
Kalka,Natwal,Vishal,,0,7,0
Kalka,Paploha,Shakti Rani Sharma,BJP,435,1,1
Kalka,Paploha,Pardeep Chaudhary,INC,259,2,1
Kalka,Paploha,Gopal Sukhomajri,,481,3,1
Kalka,Paploha,Charan Singh,BSP,14,4,1
Kalka,Paploha,Om Parkash Gujjar,,2,5,0
Kalka,Paploha,Amit Sharma,,7,6,0
Kalka,Paploha,Vishal,,2,7,0
Kalka,Pinjore (Abdullapur areas),Shakti Rani Sharma,BJP,582,1,1
Kalka,Pinjore (Abdullapur areas),Pardeep Chaudhary,INC,334,2,1
Kalka,Pinjore (Abdullapur areas),Gopal Sukhomajri,,156,3,1
Kalka,Pinjore (Abdullapur areas),Charan Singh,BSP,14,4,1
Kalka,Pinjore (Abdullapur areas),Om Parkash Gujjar,,9,5,0
Kalka,Pinjore (Abdullapur areas),Amit Sharma,,2,6,0
Kalka,Pinjore (Abdullapur areas),Vishal,,2,7,0
Kalka,"Pinjore (Main Bazar, Housing areas)",Shakti Rani Sharma,BJP,2445,1,1
Kalka,"Pinjore (Main Bazar, Housing areas)",Pardeep Chaudhary,INC,2118,2,1
Kalka,"Pinjore (Main Bazar, Housing areas)",Gopal Sukhomajri,,621,3,1
Kalka,"Pinjore (Main Bazar, Housing areas)",Charan Singh,BSP,59,4,1
Kalka,"Pinjore (Main Bazar, Housing areas)",Om Parkash Gujjar,,46,5,0
Kalka,"Pinjore (Main Bazar, Housing areas)",Amit Sharma,,13,6,0
Kalka,"Pinjore (Main Bazar, Housing areas)",Vishal,,10,7,0
Kalka,"Prempura, Manakpur Kholgama",Shakti Rani Sharma,BJP,33,1,1
Kalka,"Prempura, Manakpur Kholgama",Pardeep Chaudhary,INC,56,2,1
Kalka,"Prempura, Manakpur Kholgama",Gopal Sukhomajri,,254,3,1
Kalka,"Prempura, Manakpur Kholgama",Charan Singh,BSP,0,4,1
Kalka,"Prempura, Manakpur Kholgama",Om Parkash Gujjar,,1,5,0
Kalka,"Prempura, Manakpur Kholgama",Amit Sharma,,0,6,0
Kalka,"Prempura, Manakpur Kholgama",Vishal,,3,7,0
Kalka,Pyarewala (and Bhogpur),Shakti Rani Sharma,BJP,153,1,1
Kalka,Pyarewala (and Bhogpur),Pardeep Chaudhary,INC,386,2,1
Kalka,Pyarewala (and Bhogpur),Gopal Sukhomajri,,488,3,1
Kalka,Pyarewala (and Bhogpur),Charan Singh,BSP,2,4,1
Kalka,Pyarewala (and Bhogpur),Om Parkash Gujjar,,1,5,0
Kalka,Pyarewala (and Bhogpur),Amit Sharma,,3,6,0
Kalka,Pyarewala (and Bhogpur),Vishal,,1,7,0
Kalka,Raipur,Shakti Rani Sharma,BJP,40,1,1
Kalka,Raipur,Pardeep Chaudhary,INC,247,2,1
Kalka,Raipur,Gopal Sukhomajri,,201,3,1
Kalka,Raipur,Charan Singh,BSP,4,4,1
Kalka,Raipur,Om Parkash Gujjar,,1,5,0
Kalka,Raipur,Amit Sharma,,2,6,0
Kalka,Raipur,Vishal,,0,7,0
Kalka,Raipur Rani (Town/City locations),Shakti Rani Sharma,BJP,2332,1,1
Kalka,Raipur Rani (Town/City locations),Pardeep Chaudhary,INC,2039,2,1
